movieId,rating_count
48043,121
2728,121
122892,121
31878,121
4007,121
1965,121
2505,120
799,120
225,120
3882,120
56775,120
2133,120
7444,120
115617,120
3198,120
6383,120
515,120
1292,120
252,119
1588,119
610,119
954,119
37741,119
2527,119
224,119
916,119
41285,119
67255,119
5620,118
93840,118
53519,118
5463,118
4069,118
86882,118
2082,118
55118,117
838,117
1103,117
1284,117
800,117
106696,117
4084,116
2125,116
531,116
1894,116
63992,116
3968,116
1283,116
1476,116
1589,116
3635,116
193,116
909,116
101864,116
3683,115
2243,115
1958,115
1388,115
55269,115
8807,115
55290,114
3639,114
8865,114
3328,114
3730,114
52,114
2989,114
18,114
327,114
40278,114
90405,114
95441,114
2413,114
8910,113
2792,113
2297,113
128360,113
116823,113
2053,113
1135,113
374,113
2528,113
80549,113
1835,113
2485,113
1619,113
1185,112
7323,112
898,112
671,112
40583,112
4700,112
1693,112
1687,112
27904,112
2808,112
1945,112
3435,112
57640,112
1711,111
3258,111
1227,111
108932,111
4326,111
58025,111
3699,111
4545,111
7318,111
5617,111
72378,111
95510,110
3735,110
2186,110
1217,110
81229,110
82461,110
1834,110
2046,110
27831,110
81564,110
80489,110
315,110
6548,110
5944,110
53121,110
2139,109
4499,109
5449,109
2688,109
3893,109
4351,109
428,109
88810,108
55276,108
1296,108
5785,108
87869,108
1125,108
36517,108
3060,107
46970,107
103042,107
56587,107
2993,107
928,107
5014,107
3100,107
47200,107
261,106
3146,106
720,106
117529,106
5400,106
3298,106
4558,106
34072,106
1974,105
1297,105
348,105
3246,105
61240,105
88163,105
1892,105
3173,105
2794,105
3534,105
34437,105
2338,105
94777,104
1254,104
4327,104
562,104
2067,104
1256,104
54995,104
2450,104
148626,104
2840,104
1049,104
3098,104
6564,104
2369,104
1614,104
5992,104
2253,104
1359,103
105844,103
1019,103
6888,103
273,103
106916,103
3979,103
69,103
2009,103
45950,102
47997,102
2311,102
6156,102
8914,102
27660,102
2990,101
101,101
122900,101
6440,101
27808,101
2301,101
5152,101
4467,101
86911,101
118696,101
3044,101
2664,101
89864,100
122920,100
6659,100
2141,100
413,100
1883,100
68791,100
2245,100
6297,99
2059,99
95167,99
1342,99
4823,99
1464,99
162,99
307,99
1616,99
836,99
8861,99
105504,99
4008,99
3360,98
1041,98
5103,98
64716,98
2422,98
1248,98
915,98
56145,98
1754,98
32031,98
1031,97
546,97
2359,97
3980,97
2379,97
104879,97
2863,97
5782,97
933,97
5690,97
3593,97
6620,97
106072,97
5308,97
1665,96
52245,96
3654,96
7162,96
53953,96
2088,96
3462,96
3551,96
2013,96
3267,96
481,95
2841,95
3452,95
5291,95
2496,95
2463,95
272,95
2143,95
6059,95
2686,94
102407,94
33162,94
382,94
7149,94
930,94
1515,94
2118,94
1348,94
1959,94
1281,94
3037,94
8638,94
2672,93
3468,93
4623,93
3088,93
37386,93
8985,93
1920,93
911,93
2819,93
2384,93
2973,93
830,93
45431,93
230,92
2375,92
36401,92
3763,92
4639,92
60126,92
1124,92
5313,92
90866,92
6586,92
2404,91
714,91
79695,91
2598,91
6003,91
2857,91
1260,91
79592,91
1277,91
362,91
3441,91
4033,91
2065,91
4887,90
1603,90
42738,90
7346,90
3159,90
96737,90
2917,90
5878,90
3271,90
8781,90
2114,90
748,90
5065,90
2567,90
4121,89
1459,89
33646,89
6385,89
1243,89
55052,89
142488,89
4054,89
3083,89
3981,89
56171,89
1237,88
60756,88
56788,88
468,88
1301,88
743,88
2720,88
1030,88
3178,88
6664,87
58295,87
53464,87
3646,87
2805,87
103341,87
63131,87
88,87
905,87
139644,87
926,87
1885,86
1810,86
3243,86
84392,86
4992,86
97306,86
2146,86
26662,86
7387,86
1268,86
3095,85
106918,85
3844,85
2912,85
1379,85
3791,85
6944,85
514,85
104913,85
67197,85
2719,85
2713,85
65,84
2950,84
79293,84
48997,84
361,84
1224,84
66934,84
965,84
6296,84
6595,84
2533,83
1970,83
4873,83
1950,83
3978,83
6867,83
3591,83
86833,83
175,83
3821,83
1431,83
1678,83
2468,83
4366,82
2269,82
112138,82
533,82
232,82
4103,82
69406,82
6879,82
1344,82
107,82
59900,82
1211,82
8965,82
1126,82
2459,82
147,82
106002,81
63072,81
55995,81
2333,81
3508,81
2083,81
99112,81
6550,81
3019,81
519,81
2966,81
3249,81
1015,81
2433,80
76077,80
84944,80
84772,80
2702,80
103335,80
2122,80
507,80
8366,80
115210,80
8969,80
237,80
996,80
3668,80
5791,80
1488,80
6873,80
89774,80
27611,80
20,80
3917,80
502,80
91535,80
3203,79
535,79
7371,79
2565,79
112290,79
68554,79
23,79
538,79
1078,79
194,79
2447,79
114662,79
1769,79
3676,79
71264,78
95875,78
2380,78
4238,78
91077,78
2517,78
1707,78
48082,78
4029,78
3016,78
7158,78
104374,78
2072,78
6618,77
1457,77
7439,77
8340,77
491,77
53993,77
8623,77
78469,77
5293,77
3999,77
6753,77
103141,76
2648,76
40732,76
89,76
97923,76
2454,76
67734,76
5943,76
144,76
2731,76
6662,76
308,76
71156,76
143385,76
1518,76
5294,76
5419,76
60950,75
2530,75
4247,75
44974,75
3248,75
112175,75
1354,75
3861,75
114180,75
52458,75
1753,75
1381,75
3068,75
3307,74
86190,74
6952,74
3483,74
71838,74
3543,74
1461,74
4144,74
117176,74
951,74
2183,74
92420,74
1422,74
71530,74
98961,73
63859,73
3633,73
45081,73
955,73
62849,73
707,73
57528,73
3524,73
67923,73
6058,73
55363,73
87520,73
1694,73
119141,73
393,73
46335,72
5693,72
4903,72
42723,72
71057,72
3155,72
540,72
102123,72
2132,72
1081,72
3959,72
135133,72
2138,72
2734,72
1303,72
8947,72
63062,72
96588,72
52604,72
423,72
4677,72
71464,72
5957,71
3316,71
51086,71
140174,71
338,71
1991,71
45501,71
2730,71
2919,71
4280,71
4994,71
3444,71
164,71
322,71
54999,71
44761,71
2389,71
1021,71
7569,71
6242,71
3513,70
111659,70
72407,70
4333,70
1251,70
5283,70
4673,70
2976,70
1194,70
1772,70
2034,70
50068,70
1290,70
1096,70
104211,70
1327,70
5265,69
136020,69
56339,69
249,69
2367,69
69644,69
5577,69
114935,69
4844,69
2594,69
2827,69
3388,69
4378,69
54190,69
2867,69
4487,68
1833,68
4744,68
3260,68
8228,68
80219,68
1969,68
65261,68
1627,68
135,68
33836,68
1726,68
47629,68
2926,68
4519,67
3545,67
3701,67
2995,67
3498,67
2089,67
1429,67
7156,67
1916,67
999,67
7285,67
3359,67
3503,66
69640,66
1845,66
56949,66
78105,66
280,66
68793,66
6264,66
6213,66
4006,66
152077,66
48877,66
3196,66
1023,66
64575,66
6535,66
64620,66
2121,66
3983,66
64983,66
2779,65
2060,65
1012,65
1218,65
2312,65
5900,65
1279,65
464,65
5452,65
2382,65
737,65
60397,65
934,65
103772,65
55442,65
14,65
1701,65
3993,65
26776,64
239,64
1735,64
6764,64
86,64
89753,64
51412,64
1888,64
542,64
26614,64
6774,64
8373,64
3053,64
1147,64
818,64
90746,64
77866,64
5608,63
6250,63
50601,63
2123,63
74545,63
3358,63
53894,63
79,63
2729,63
207,63
3208,63
62374,63
1425,63
8666,63
366,63
91485,63
314,63
3688,63
3685,62
87222,62
47518,62
3972,62
2110,62
3262,62
3265,62
4642,62
412,62
3614,62
1689,62
122,62
58293,62
1927,62
44694,62
5446,62
3062,62
90249,62
89904,61
1914,61
4291,61
64497,61
71899,61
111781,61
3484,61
7367,61
3952,61
257,61
53129,61
5364,61
4210,61
2644,61
1173,61
71033,61
112171,61
2747,61
120466,60
86644,60
2383,60
2320,60
950,60
81,60
2622,60
138036,60
125,60
276,60
534,60
49649,60
133771,60
6552,60
8531,60
5784,60
38886,60
3071,60
45666,60
8966,60
1944,59
104241,59
381,59
879,59
550,59
1752,59
2111,59
7161,59
7256,59
85510,59
45726,59
5066,59
2432,59
2802,59
71379,59
4880,59
3451,59
56801,58
64622,58
4386,58
27788,58
8370,58
1799,58
1334,58
120799,58
227,58
373,58
5970,58
2558,58
4102,58
3615,58
5812,58
6104,58
65682,58
5055,58
1009,58
55282,58
69784,58
3841,58
2718,58
34542,58
55814,58
4040,58
2414,58
7007,57
32029,57
84601,57
89804,57
4234,57
32596,57
7076,57
1389,57
5420,57
3512,57
5128,57
3018,57
2408,57
64034,57
35957,57
55830,57
663,57
4866,57
52975,57
65130,57
59387,57
2531,57
1305,57
2282,57
4005,57
157296,57
7263,57
45668,56
96811,56
6765,56
110730,56
30816,56
6880,56
662,56
2247,56
1232,56
1594,56
1273,56
262,56
3152,56
5882,56
71135,56
78772,56
761,56
3629,56
290,56
2322,56
6893,56
94,56
2120,56
2532,56
7324,56
3397,56
3812,55
2015,55
3525,55
2262,55
7139,55
27721,55
358,55
88405,55
3469,55
548,55
1300,55
2135,55
489,55
30822,55
448,55
482,55
6006,55
2793,55
4149,55
4889,55
6615,54
4037,54
7386,54
4406,54
4754,54
68135,54
3987,54
4010,54
65514,54
5108,54
4876,54
48783,54
2373,54
55768,54
3204,54
1727,54
58047,53
135536,53
70336,53
8860,53
62999,53
34534,53
2296,53
37380,53
5747,53
195,53
79057,53
1395,53
103688,53
3219,53
2162,53
7013,53
55267,53
110553,53
96861,53
6482,53
81782,53
83349,53
305,52
123,52
140110,52
3067,52
4062,52
3201,52
107348,52
3461,52
839,52
44972,52
3032,52
73,52
5312,52
50794,52
3836,52
1537,52
4814,52
5621,52
111921,52
3677,52
415,52
5267,52
289,52
2372,52
6857,52
5009,52
2518,52
157,52
477,52
5047,52
1951,52
2875,51
3035,51
5292,51
378,51
2668,51
76175,51
932,51
5040,51
2346,51
8633,51
4,51
3022,51
1346,51
2390,51
2901,51
27803,51
2690,51
8372,51
161582,51
102194,51
4678,51
688,51
678,51
2726,51
6305,51
60037,51
7570,51
3871,51
2136,51
1866,51
1971,51
60766,51
7981,51
3268,50
3296,50
2677,50
407,50
99149,50
5147,50
2476,50
5222,50
5008,50
2796,50
136864,50
103810,50
4902,50
6932,50
3675,50
33437,50
55805,50
46948,50
53956,50
2363,50
39435,50
2208,50
8973,50
66203,50
1541,50
42,50
1255,49
2360,49
4544,49
2303,49
5139,49
2252,49
7701,49
87485,49
3440,49
942,49
5309,49
122924,49
72733,49
4052,49
86298,49
6367,49
2952,49
36525,49
2551,49
1132,49
32019,49
40339,49
137857,49
3684,49
80906,49
48322,49
1963,49
7460,49
1005,49
417,49
37830,49
952,49
134368,49
6001,49
1128,49
81788,49
1983,48
1286,48
32296,48
99007,48
5296,48
4255,48
56941,48
101525,48
4396,48
3723,48
2524,48
42004,48
15,48
37731,48
2560,48
188,48
94478,48
234,48
115122,48
429,48
2810,48
5380,48
43928,48
229,47
7001,47
3546,47
74795,47
2497,47
31225,47
1099,47
121231,47
59725,47
4967,47
130634,47
46,47
154,47
544,47
90439,47
78637,47
4047,47
1542,47
86898,47
1633,47
5853,47
2932,47
2924,47
73323,46
2889,46
5942,46
5540,46
3342,46
96728,46
5572,46
5876,46
2877,46
5650,46
71254,46
54648,46
2014,46
6166,46
53550,46
56156,46
2606,46
7027,46
2249,46
6380,46
233,46
861,46
71745,46
829,46
30803,46
2203,46
3997,46
103980,46
57504,46
169,46
4978,46
49396,46
742,46
3742,46
79134,46
2315,46
97,46
3814,46
94780,46
7481,46
7164,45
427,45
4228,45
5027,45
2106,45
27728,45
8937,45
43560,45
7766,45
57274,45
1840,45
3760,45
2159,45
7842,45
4372,45
949,45
48696,45
6724,45
74,45
6951,45
2236,45
69306,45
6238,45
7123,45
2859,45
2860,45
7366,45
8866,45
63,45
5504,45
4133,45
5524,45
2504,45
47999,45
8880,45
1003,45
3819,44
33164,44
44397,44
62155,44
7419,44
45880,44
5016,44
3918,44
85056,44
3384,44
109578,44
79224,44
5120,44
177,44
2456,44
71520,44
66509,44
1004,44
82202,44
52952,44
281,44
4465,44
332,44
3707,44
72395,44
52287,44
848,44
4225,44
3054,44
159093,44
3185,44
2033,43
176,43
52435,43
2922,43
1973,43
2693,43
59126,43
31420,43
78039,43
32017,43
3197,43
5478,43
42734,43
5508,43
1366,43
4091,43
34332,43
70159,43
640,43
2348,43
3004,43
68159,43
36535,43
3521,43
2941,43
2883,43
8169,43
150548,43
2202,43
6617,43
6966,43
4508,43
3387,43
2579,43
82167,43
4914,43
5666,43
7247,43
611,43
810,43
113345,43
1913,43
4546,42
98491,42
7669,42
1216,42
93721,42
7116,42
62376,42
91104,42
112515,42
7063,42
2392,42
1658,42
116897,42
57,42
92507,42
6890,42
102481,42
47044,42
130490,42
4616,42
3134,42
3712,42
105213,42
3693,42
2092,42
90376,42
947,42
2815,42
73268,42
2806,42
446,42
4572,42
7155,42
101142,42
2789,42
2328,42
2130,42
4155,42
8808,42
3786,42
3682,42
3189,42
8154,42
132,42
58303,42
45730,42
1972,42
1949,42
473,42
53318,41
43679,41
5220,41
833,41
1975,41
79428,41
44004,41
27815,41
53460,41
2429,41
95309,41
181,41
6266,41
2583,41
70183,41
1432,41
27317,41
74530,41
36276,41
101112,41
42632,41
94018,41
2549,41
55721,41
85788,41
3852,41
6538,41
1474,41
4254,41
6707,41
85,41
7000,41
948,41
7362,41
3566,41
80363,41
6975,41
2178,41
115170,40
6639,40
6212,40
27266,40
44193,40
518,40
107069,40
51080,40
801,40
129354,40
73344,40
39715,40
5072,40
132046,40
6645,40
1939,40
61729,40
2772,40
56251,40
174,40
33154,40
113741,40
33669,40
5833,39
55872,39
85131,39
6663,39
7265,39
100714,39
13,39
5544,39
886,39
26729,39
109673,39
75985,39
7980,39
80126,39
3272,39
2036,39
3169,39
804,39
5319,39
2068,39
33880,39
6731,39
2633,39
2771,39
6338,39
55577,39
1858,39
2148,39
26131,39
2732,39
106766,39
2676,39
91974,39
3831,39
2736,39
90531,39
43836,39
4951,39
27592,39
479,39
4654,38
47640,38
8870,38
842,38
2287,38
1821,38
37382,38
2891,38
2212,38
8614,38
1797,38
4533,38
3135,38
80693,38
3102,38
32598,38
3528,38
27790,38
360,38
6996,38
1966,38
3564,38
84374,38
3554,38
2195,38
521,38
63853,38
1401,38
3074,38
6881,38
1446,38
33171,38
6379,38
27,38
1503,38
906,38
4211,38
105197,38
433,38
3129,38
1592,38
56805,38
4215,38
86345,38
891,38
918,37
1390,37
102993,37
95543,37
4757,37
1848,37
40851,37
1836,37
3200,37
581,37
47423,37
117895,37
1176,37
5159,37
4443,37
3802,37
86347,37
6959,37
62394,37
6062,37
2240,37
72731,37
7036,37
437,37
2169,37
3494,37
2709,37
7925,37
87192,37
2829,37
7573,37
2097,37
2102,37
64030,37
34336,37
3824,37
31427,37
1683,37
100163,37
259,37
40581,37
88235,37
3953,37
107141,37
146656,37
33834,37
89118,37
140267,36
725,36
80831,36
96281,36
46322,36
3177,36
4248,36
6370,36
2500,36
34323,36
71518,36
3877,36
1992,36
4990,36
4090,36
45442,36
3179,36
110127,36
4159,36
4349,36
275,36
102880,36
41863,36
3733,36
4787,36
96488,36
4809,36
6669,36
31804,36
2843,36
96110,36
7802,36
86781,36
4899,36
7045,36
25771,36
71,36
7018,36
4158,35
3091,35
6887,35
27839,35
946,35
59421,35
5105,35
6820,35
3950,35
5107,35
3925,35
116161,35
7235,35
569,35
4661,35
109848,35
117590,35
8596,35
4587,35
4799,35
93,35
556,35
4821,35
92535,35
68205,35
3754,35
2458,35
1202,35
122890,35
3181,35
3973,35
3163,35
74685,35
26133,35
80969,35
26242,35
7381,35
7376,35
4954,35
2099,35
4104,35
85367,35
1011,35
3430,35
6291,35
2799,35
1667,35
119155,35
2970,35
85774,35
111443,35
4275,35
6591,35
5323,35
113573,34
2344,34
78893,34
1783,34
71282,34
4086,34
6290,34
1981,34
2561,34
5316,34
73290,34
1382,34
4480,34
47382,34
1762,34
1498,34
26555,34
53207,34
2266,34
2787,34
4662,34
3394,34
4719,34
4725,34
41573,34
2188,34
67267,34
94070,34
135436,34
1161,34
2357,34
2929,34
1686,34
627,34
4329,34
6810,34
7017,34
1979,34
3270,34
4526,33
1177,33
665,33
93831,33
6301,33
504,33
1014,33
4153,33
51091,33
7698,33
5410,33
7934,33
8916,33
8387,33
1353,33
3784,33
2071,33
6184,33
6197,33
2866,33
8507,33
2354,33
8908,33
111743,33
4124,33
3700,33
1264,33
43921,33
43,33
4477,33
6624,33
7034,33
54256,33
2181,33
3930,33
58156,33
27837,33
1976,33
511,33
4356,33
3873,33
3908,33
102033,33
4478,33
112897,33
6763,33
2553,33
3130,33
65088,33
1809,32
445,32
1082,32
5553,32
59103,32
58105,32
42007,32
711,32
91653,32
96691,32
2377,32
8526,32
134170,32
45928,32
3404,32
87,32
2902,32
92,32
52241,32
134393,32
4564,32
30820,32
2184,32
512,32
77800,32
2905,32
4380,32
40826,32
3480,32
1931,32
5094,32
2596,32
5480,32
691,32
3598,32
4231,32
98243,32
4492,32
118900,32
3594,32
505,32
2261,32
48414,32
3324,32
3326,32
85342,32
79008,32
8974,32
1554,32
2852,32
5106,32
50442,32
42418,32
8968,32
2495,32
4207,32
96432,32
436,32
3426,32
299,32
116977,31
52694,31
3550,31
60161,31
606,31
4531,31
54372,31
54281,31
62956,31
117533,31
656,31
710,31
101895,31
56176,31
125916,31
3063,31
3153,31
44788,31
1985,31
103883,31
5269,31
1150,31
69436,31
2568,31
346,31
943,31
7102,31
46967,31
91978,31
5021,31
140247,31
8607,31
1996,31
506,31
5385,31
2066,31
34520,31
6286,31
6299,31
2862,31
5955,31
5899,31
70728,31
34143,31
127152,31
74851,31
6322,31
74946,31
5522,31
75805,31
3145,31
191,31
3190,31
78088,31
4703,31
6777,31
8814,31
4733,31
93805,31
6800,31
4846,31
3251,31
3061,30
93443,30
3051,30
111622,30
82852,30
108928,30
1977,30
160080,30
8951,30
1187,30
3955,30
49772,30
1083,30
91126,30
2660,30
938,30
33903,30
4557,30
45028,30
108727,30
3308,30
59016,30
416,30
3015,30
2548,30
5325,30
851,30
1734,30
2070,30
2587,30
609,30
3729,30
700,30
4911,30
60760,30
1016,30
95207,30
3549,30
1623,30
2696,30
7072,30
2361,30
1419,30
2399,30
6974,30
5389,30
4061,30
3075,30
1946,30
4383,30
27822,30
55999,30
613,30
71668,30
3093,30
106491,29
421,29
61160,29
2906,29
61350,29
104283,29
5489,29
71462,29
3470,29
66198,29
3576,29
135567,29
120635,29
3097,29
110882,29
100498,29
1948,29
3727,29
135137,29
5214,29
2385,29
8477,29
2574,29
99728,29
3865,29
122902,29
4464,29
3519,29
3422,29
2691,29
47122,29
27772,28
7008,28
26680,28
330,28
73929,28
100390,28
6794,28
1018,28
110586,28
2166,28
1468,28
1236,28
86504,28
30894,28
27838,28
422,28
85881,28
136018,28
1646,28
65585,28
1998,28
87234,28
48520,28
5127,28
52579,28
522,28
99145,28
945,28
5102,28
63479,28
126,28
46974,28
3347,28
78266,28
149352,28
4541,28
103655,28
8827,28
50804,28
67788,28
3238,28
881,28
93326,28
4614,28
4748,28
4624,28
901,28
4732,28
565,28
95558,28
3090,28
5363,28
74324,28
5506,28
7982,28
8019,28
1699,28
7560,28
2519,28
179,28
5582,28
108188,28
8337,28
2442,28
36527,28
74228,28
3420,28
45062,28
4267,28
3412,28
1453,28
2520,27
83132,27
7706,27
62644,27
3915,27
149406,27
77364,27
2370,27
8643,27
79553,27
2615,27
8542,27
8530,27
73266,27
892,27
5329,27
1605,27
6013,27
54771,27
3467,27
88812,27
3142,27
89087,27
3125,27
2925,27
2936,27
2940,27
42718,27
4450,27
55069,27
44204,27
4251,27
91128,27
114795,27
4292,27
46062,27
3399,27
37853,27
47491,27
112804,27
2206,27
2170,27
6721,27
6636,27
58347,27
72294,27
52319,27
4000,27
48593,27
131724,27
4912,27
115680,27
